AT,V,AP,RH,PE
31.59,43.5,1005.12,43.5,443.2369633814965
12.39,40.75,1016.05,81.91,488.4161313424717
29.91,74.33,1013.22,39.76,442.343191922888
9.34,40.77,1012.14,90.81,489.7498936720448
26.02,74.78,1010.04,72.78,453.5617925319458
27.84,72.39,1001.18,83.46,443.26733338383866
23.54,67.83,1009.44,65.48,437.9473426977489
21.09,50.9,1012.42,69.09,468.9654010552532
19.78,44.71,1015.7,29.43,477.5506252893575
27.18,64.44,1012.81,61.27,452.5030166297281
5.07,40.07,1019.32,66.17,507.3197682958585
25.54,69.13,1001.64,90.98,441.2966567289821
24.32,58.79,1016.8,65.61,455.5254243300029
15.41,42.44,1012.6,86.74,483.12329740201073
14.49,42.86,1013.94,88.2,480.11418609756777
16.98,44.85,1015.48,51.77,476.1226920377692
12.31,37.73,1023.3,63.01,483.9574743341963
21.97,69.23,1012.25,86.45,454.88989837560655
11.2,41.54,1019.94,67.18,491.70956430582
21.34,48.06,1014.49,63.23,470.3213085306371
13.7,44.47,1027.51,70.77,481.6729621032085
26.6,61.02,1010.26,66.16,447.809446485686
31.01,74.16,1010.89,56.52,447.71257414237846
25.67,58.59,1013.0,62.34,462.8172249876947
24.9,58.49,1011.06,65.14,456.5158089082144
14.1,48.92,1011.6,84.39,473.0425836828854
30.96,71.77,1006.26,52.76,438.6900015349445
20.58,54.5,1015.04,89.83,480.5031188687503
10.36,43.67,1012.16,77.04,490.6940621584277
20.48,51.43,1007.4,90.7,459.4894385093676
4.04,35.47,1017.51,87.35,499.14914825158434
32.51,71.22,1005.62,47.6,446.2876853561602
6.05,42.85,1013.09,91.88,497.509043596124
19.46,42.04,1011.3,60.45,478.0931206854777
25.05,58.59,1013.37,66.14,455.9935164367964
26.76,48.41,1010.53,47.38,451.906984522054
11.64,40.1,1015.5,87.05,488.0785781446372
24.17,48.78,1018.08,75.14,452.76594366226
12.68,40.69,1014.46,79.77,486.32370225792135
14.28,39.39,1013.82,77.52,481.80561142543183
18.95,65.48,1018.17,71.85,465.7585497374875
26.08,76.86,1003.3,79.49,449.5477348841127
27.24,68.08,1013.23,51.96,459.0232329904738
21.09,74.93,1015.11,81.93,456.7339484269948
13.58,44.47,1029.91,70.41,479.05596488679305
25.24,71.14,1008.73,79.39,446.7137276958513
15.9,41.35,1006.28,78.2,474.9641523493077
14.94,40.0,1017.69,65.43,469.7835414467279
12.27,49.83,1007.75,92.02,478.8344787570864
9.19,42.44,1014.38,94.24,494.5727515583812
22.32,48.41,1008.68,79.11,459.093435889858
30.08,67.25,1017.57,47.77,444.98838873325263
19.78,63.09,1019.01,78.39,463.14713226990943
29.65,72.86,1004.26,69.63,447.34447663232
26.62,71.73,1009.32,80.1,443.7725221529354
20.1,58.95,1018.46,80.87,459.5127737040873
32.28,75.33,1002.14,62.49,444.9537726972849
28.82,77.24,1008.35,78.93,445.5206963766156
12.05,40.55,1016.63,100.14,484.0873920064685
14.74,43.99,1023.13,86.31,475.2866892666986
25.83,70.47,1006.24,81.83,446.1297660246773
21.17,58.46,1017.71,83.98,458.0965311724213
28.36,66.75,1017.71,52.6,444.9062544548922
22.91,66.44,1011.23,63.43,457.92813664891713
10.17,41.46,1019.34,83.04,492.650424706739
27.53,67.83,1009.4,53.73,440.4417516549348
7.92,39.54,1011.51,84.41,494.2214908503685
21.69,69.94,1010.7,80.8,455.9195453234883
10.25,41.46,1020.65,87.07,497.10206744191146
28.43,63.31,1013.44,49.99,443.9803631300295
22.95,66.54,1004.53,88.06,446.7554713018292
8.09,38.5,1012.99,67.31,496.0254623423861
10.01,40.78,1023.71,88.11,484.6392638737825
8.36,40.67,1014.99,73.65,503.7795110075672
18.88,40.79,1004.98,92.65,470.34216775751696
31.82,73.68,1014.8,40.58,445.0438425546364
28.0,69.05,1000.82,65.24,439.4189436597686
25.97,43.21,1011.9,88.73,446.37871042603234
14.02,40.66,1017.05,84.14,479.2889171653521
15.52,42.86,1015.09,83.48,479.0800879042922
31.11,74.87,1009.11,54.86,448.6728169437329
25.57,66.54,1005.22,83.48,443.6870476539169
11.02,40.0,1015.75,74.83,481.6631724576162
11.7,41.16,1019.58,87.49,476.38629983095086
13.35,39.64,1010.1,93.3,484.3801298875797
11.94,40.66,1016.61,96.11,479.3976630130532
13.23,52.72,1026.4,75.78,475.0431937177985
14.57,44.84,1023.46,87.2,476.8144704669925
10.03,42.02,998.6,99.9,483.400180617124
11.2,41.54,1019.94,67.18,490.30553346989007
20.01,59.87,1019.0,84.12,460.2850323430902
29.14,75.23,1010.15,54.87,447.1249913916803
10.67,45.0,1022.99,85.91,495.059581101505
15.0,41.17,1015.57,64.82,480.9241920603305
13.35,41.16,1011.32,89.12,486.2861057120668
10.67,45.0,1022.99,85.91,494.7838088406176
16.25,40.89,1011.09,62.7,476.62293061374567
14.14,43.34,1017.1,81.77,475.9650811586223
32.06,75.33,1001.96,63.15,445.5469663880045
13.7,42.86,1030.68,79.77,482.7305696303909
14.56,40.89,1010.94,79.57,479.5743942790744
21.62,48.78,1020.06,85.09,460.11232057936246
13.12,52.75,1023.69,67.5,475.794406967242
7.04,39.37,1019.37,69.11,500.0765790992682
19.49,46.63,1013.11,88.01,463.25567268206186
23.36,59.15,1013.71,86.64,455.4901951217991
9.22,40.92,1021.83,85.43,485.701619526322
23.95,58.46,1017.5,68.46,452.0062365682032
14.88,41.66,1009.4,67.15,483.261784896256
16.94,49.64,1024.43,69.22,472.776403205078
10.1,41.79,1019.36,78.07,486.415295294857
18.01,44.2,1018.84,55.72,470.7596116378512
19.11,44.85,1014.76,45.86,477.9693689578297
26.27,71.98,1005.72,86.15,440.3435192647541
13.43,50.59,1020.38,86.3,481.78639071827126
28.53,66.51,1015.9,40.68,448.27286109658905
10.17,41.46,1019.34,83.04,493.14980043456063
28.28,69.48,1008.56,61.3,441.18392696001325
15.43,40.89,1010.63,73.03,482.4111199717991
10.6,41.17,1018.38,87.92,492.643303263506
29.6,71.14,1011.46,52.69,442.97066557178033
27.69,73.91,1005.23,75.71,447.8372166018139
23.82,44.89,1009.39,74.69,455.5271847726839
27.62,67.51,1012.38,60.25,454.7645511495302
9.86,42.49,1009.16,81.41,490.4463362112547
14.46,53.82,1016.55,68.11,476.1244806835504
20.34,69.45,1012.76,91.05,454.7334135573952
17.8,62.26,1011.81,89.81,462.9521038476418
21.76,60.27,1018.96,85.06,457.8028429742191
8.26,40.96,1025.23,89.22,497.4326459221549
30.29,74.16,1008.77,75.23,442.72742123000455
16.96,52.9,1019.61,81.86,470.8536252975304
24.8,61.02,1009.86,71.75,452.7383147264627
16.95,58.86,1015.96,87.8,464.7384352100124
26.73,77.95,1012.31,78.35,447.0309472774471
26.31,77.95,1012.45,77.22,451.4358959449149
22.33,70.79,1006.02,93.35,447.507579103206
22.43,55.97,1008.97,85.98,456.1091056885904
9.43,41.4,1028.42,84.92,492.8191753836605
6.53,42.85,1012.65,91.6,492.2273668555847
29.77,69.48,1009.8,52.6,444.5174025949659
30.85,68.94,1007.31,68.99,438.2545361514137
17.84,61.27,1020.1,70.68,466.06166474666793
26.85,66.86,1006.78,69.4,449.9435147231752
9.33,42.49,1008.93,82.59,488.4942376620893
9.39,41.79,1021.6,50.09,485.4832349374642
14.07,42.86,1032.16,71.53,480.4015609820138
26.93,62.44,1011.02,70.05,447.697550267393
22.08,45.61,1014.02,75.71,471.1610408366444
5.05,35.57,1027.03,80.02,503.28156565876543
24.32,58.79,1016.8,65.61,455.952332310554
34.63,74.33,1011.7,31.45,439.4651853202595
13.31,40.03,1017.73,84.48,482.46944595483495
30.39,66.54,1002.7,59.15,440.5099026903397
15.98,44.68,1018.48,85.94,474.5119668913113
24.61,69.68,1012.06,92.47,451.0433564945608
24.86,63.47,1011.5,71.78,453.5187242532917
7.11,41.74,1022.35,90.68,501.0716084562062
24.6,57.85,1012.92,69.56,459.6592614788742
23.45,69.05,1003.03,66.41,452.1518676396509
25.63,58.86,1014.86,52.75,455.7204328702163
23.35,59.92,1009.86,88.6,452.1502402928933
22.85,59.15,1014.74,63.92,459.5139274232824
22.5,45.38,1014.11,65.08,470.48250870884885
21.0,66.86,1013.06,59.7,463.6206747396024
17.17,63.09,1020.54,95.98,458.567479602122
31.41,76.09,1007.68,70.49,442.34178473182266
24.15,63.13,1013.8,92.1,451.6392852427469
15.49,40.89,1007.16,82.16,476.6808058943682
14.83,53.82,1016.57,63.47,474.5299622200644
27.37,72.58,1008.16,79.94,439.0906385208982
27.83,59.57,1011.22,71.05,455.4027404349708
23.58,49.3,1003.8,74.62,451.5004190417976
20.25,58.59,1012.99,65.98,464.53974216183656
8.73,36.18,1013.66,77.74,490.9551317066128
6.76,36.25,1028.31,91.16,494.77226346738325
26.45,74.33,1013.81,61.7,447.3854403224232
14.94,41.35,1004.82,98.04,477.8410305979535
26.6,63.07,1011.97,61.3,454.3510309838812
9.37,42.32,1015.15,82.96,489.324611739679
10.2,41.62,1016.52,98.09,475.60563850035896
32.0,73.17,1009.94,40.48,438.3485391447156
28.97,67.9,1006.19,65.81,447.20291129085024
20.96,69.48,1011.04,82.63,456.4398642605767
29.31,68.67,1006.18,63.38,447.3930491350537
26.65,58.41,1013.53,65.83,454.40007362866686
11.21,39.85,1013.01,75.55,492.72692567245394
27.0,71.25,1002.66,70.59,449.0284352137033
13.85,41.39,1018.62,75.55,482.8245760899681
18.9,58.46,1016.74,87.65,462.7439600916288
9.61,44.03,1008.3,91.36,485.0021756372889
23.25,71.29,1008.05,71.36,455.7098632446511
23.07,69.23,1011.78,76.06,449.0573574145195
4.59,39.33,1010.85,71.78,508.3511676891737
27.69,70.32,1012.2,82.27,445.4190341025368
27.92,74.99,1005.47,75.13,444.8792534498498
5.79,45.87,1010.23,95.41,493.3397320897917
30.3,73.67,1005.57,58.74,442.0537530322637
26.81,56.57,1013.68,61.6,454.2410946796946
10.22,39.64,1010.72,63.05,487.8637652565684
22.28,58.86,1014.08,66.47,458.77269907597776
16.79,49.25,1021.21,68.8,470.7998082549671
19.9,56.53,1020.52,78.05,468.1876808780467
19.05,59.21,1017.99,89.53,460.9982806769839
22.43,55.97,1008.97,85.98,455.539100329604
13.56,40.75,1016.05,74.64,486.4903482841477
20.08,54.42,1011.79,89.35,467.2049766631311
11.8,41.2,1017.18,82.71,488.40012128902544
27.17,67.45,1015.67,49.03,442.0329947295092
20.41,48.06,1012.62,76.21,462.9311719448472
26.34,69.04,1009.44,72.06,454.9167520960057
8.03,37.8,1020.47,60.67,492.65745360281255
30.17,64.79,1017.06,43.81,453.2577808125709
7.33,41.16,1023.17,92.43,479.6912077008556
26.84,70.36,1007.41,71.47,455.7435046216602
24.8,50.23,1016.62,63.13,465.9776824754938
20.98,42.23,1013.12,67.37,474.5974108345266
24.51,51.86,1014.64,67.57,460.5661807964564
23.86,74.93,1016.88,71.44,454.7810992344867
14.16,44.06,1018.92,76.34,477.2329267990197
21.7,49.02,1008.74,82.8,458.83539435397927
10.2,41.46,1020.23,84.54,493.6152761909027
20.25,44.78,1007.93,40.16,473.7279630677053
27.26,63.77,1014.07,66.58,447.5299274202425
15.84,52.72,1026.45,62.57,475.4514042413884
10.19,37.14,1012.74,73.48,487.67804116719617
29.45,75.6,1018.12,50.68,449.0387527563156
9.24,41.4,1030.72,87.36,487.4693254814818
13.83,39.64,1012.52,69.97,483.35616529970633
8.02,41.92,1029.8,92.05,480.0914700252216
13.62,42.34,1017.87,89.67,478.1122644427939
31.18,70.36,1006.38,56.74,451.9016156433299
22.99,68.67,1006.65,77.62,460.49574621044906
6.89,39.37,1020.21,74.17,498.3403034493524
19.69,57.32,1012.41,75.51,460.3371731280629
25.16,77.3,1000.73,86.4,450.45728682641
24.71,60.77,1016.67,69.7,457.2046640898062
29.91,74.9,1003.36,69.34,447.8371777649929
12.84,50.59,1020.08,88.08,482.9957458111572
25.89,58.86,1014.16,52.95,456.5225708018794
24.82,72.99,1007.81,84.72,446.2143441205616
24.02,70.94,1008.0,79.55,454.43447059236223
12.38,44.2,1020.23,81.5,479.3354097171267
7.61,39.42,1024.93,74.77,488.73257399879714
21.01,51.19,1008.44,81.49,457.83832024779343
22.58,59.14,1017.2,80.91,449.0909508680549
29.25,69.13,1010.27,67.35,438.4046267596882
22.12,63.91,1009.61,90.83,459.6431450211359
24.88,71.94,1006.85,87.32,445.05977945386
24.89,66.49,1010.15,65.65,448.63178491443017
13.07,43.13,1016.93,70.02,482.813041741612
24.54,57.85,1013.02,65.61,457.7655988289049
25.04,70.47,1006.82,84.75,444.9216937954113
18.58,49.25,1019.92,60.24,465.7358929026264
25.57,44.05,1005.79,65.14,456.1702741480202
8.58,38.38,1021.03,84.37,495.345300003211
24.03,62.44,1010.96,79.88,444.5657010637781
12.19,40.23,1017.76,81.44,486.64223047292165
31.58,66.54,1003.26,54.0,442.51940121234014
8.21,38.91,1015.82,88.99,493.4726720244901
14.82,42.74,1028.04,69.81,479.4891275067785
13.08,41.74,1020.75,64.44,487.07121222194746
5.18,41.31,1000.59,92.14,496.9736978823431
24.62,68.31,1010.45,75.18,460.9236329537949
15.47,38.73,1001.13,77.61,479.2585722254991
27.84,71.32,1007.72,79.25,444.3863664911251
27.41,74.67,1016.57,80.16,440.8243920002842
28.31,66.17,1009.75,72.66,457.5085021952218
24.38,60.84,1017.85,62.23,454.1453354924238
20.08,44.6,1014.91,36.27,472.2594360763228
25.88,71.73,1010.01,72.8,445.6178847428641
14.44,39.0,1017.06,76.02,480.47937783685546
25.08,58.49,1011.1,64.47,459.1886744616052
18.83,63.91,1010.8,96.18,461.0789534553485
23.15,69.48,1011.07,85.83,448.5046088094908
27.16,65.61,1014.21,47.93,454.7436473243138
29.09,70.02,1010.13,48.06,456.9502321828468
12.24,49.83,1007.9,94.28,477.3847393189714
25.65,69.45,1013.95,50.42,449.1286607338207
9.18,39.42,1025.41,69.46,487.2253085164488
11.53,41.39,1018.39,85.52,488.60872713211336
13.18,40.24,1016.81,86.71,482.71844157894895
29.78,74.78,1009.28,55.09,449.44905977793616
27.52,67.9,1005.65,59.52,453.2317437379937
29.1,50.05,1005.87,51.53,452.592443739765
20.06,56.53,1020.38,75.16,470.7047080117271
31.38,70.83,1010.35,47.28,444.84443551275183
18.85,44.63,1009.06,84.75,470.7465331889608
11.45,45.01,1018.88,92.12,481.2606138140868
16.68,43.14,1018.39,76.48,472.55611931757215
18.18,67.71,1004.5,87.26,461.1301217978678
25.14,60.29,1017.91,53.3,457.3763193821562
21.1,62.66,1011.19,83.49,458.7542814656552
25.26,61.08,1013.68,71.72,459.60766620015096
3.98,35.47,1017.22,86.53,501.8330843845895
22.82,60.08,1017.95,65.71,464.15793239561935
7.64,42.28,1008.46,84.29,497.1189908495422
28.94,71.64,1006.59,69.24,452.8325065628917
13.72,45.09,1012.95,87.41,479.1240099347133
25.19,64.44,1014.75,64.38,457.8584925996452
32.84,77.95,1014.68,45.8,444.8823170563402
20.77,60.1,1011.11,81.09,463.0841643047812
23.97,64.33,1010.54,84.65,456.52252118250544
5.68,40.77,1022.49,90.6,498.0271148951362
9.27,38.56,1017.69,62.49,487.4573357823988
11.84,39.28,1016.97,90.52,488.7560840257343
5.82,40.62,1016.79,85.04,497.2962972862691
25.75,71.14,1008.33,77.12,445.2553948880826
20.58,39.53,1005.68,62.09,472.909931337106
25.56,69.13,1002.46,68.26,446.82599465105073
28.79,68.51,1013.02,62.84,443.77194563297616
5.11,42.07,1004.28,81.8,496.9774237659042
28.43,63.31,1013.44,49.99,445.3916363352832
27.02,71.25,1000.48,87.86,449.82845577451593
22.35,66.44,1011.19,65.41,458.5400903141655
23.77,64.15,1021.02,55.87,462.0209865847492
12.49,41.62,1011.37,82.68,473.545048888842
13.89,41.49,1020.02,86.47,483.6254168748813
11.29,35.76,1019.32,58.91,485.041965400758
10.68,38.38,1020.79,72.33,487.3928993615588
24.96,69.68,1011.37,63.12,460.984067054806
34.97,73.56,1006.57,44.69,447.6078931678405
12.87,39.3,1019.26,71.55,482.8881668981537
32.48,69.75,1009.05,40.47,450.76771677626414
5.47,38.68,1017.33,72.71,497.6204539576585
26.92,62.44,1011.09,70.8,449.25228260551927
24.97,59.87,1018.7,59.94,455.95766131153135
14.45,52.75,1023.97,63.59,471.1561457826117
14.28,39.39,1013.82,77.52,482.6720333762538
29.99,74.9,1003.84,64.43,448.3528042974365
12.43,40.27,1007.08,61.56,484.1279343611333
13.81,40.2,1013.66,88.16,477.8091240119572
27.51,73.77,1002.42,90.88,448.5811634006003
8.26,40.96,1025.23,89.22,498.66029587237335
21.09,46.63,1013.03,74.8,464.8668576232231
24.74,69.13,1010.69,90.08,444.4759729398645
25.31,60.75,1008.65,79.35,451.2728397200872
11.3,43.14,1019.56,99.83,481.1829160989996
24.17,71.25,1003.9,90.36,446.75213459570966
13.12,44.21,1019.57,89.29,483.44072662784
28.85,71.32,1009.09,76.9,447.5274545259572
14.92,41.16,1004.83,83.7,478.5019788193904
26.98,70.94,1007.99,68.16,446.1901306143295
23.63,73.5,1011.46,89.39,451.7612723268916
28.84,74.67,1016.52,67.43,441.5256808601741
31.09,64.05,1011.32,61.14,451.882412657594
2.58,39.42,1028.68,69.03,499.5564501508036
23.24,51.95,1006.21,78.08,460.7785916654786
15.31,41.35,1005.09,95.25,477.8923109742202
26.41,68.24,1010.6,77.79,442.2636725833492
24.65,71.98,1006.46,91.11,444.7147632832962
13.64,43.71,1024.41,84.46,482.1120772015772
22.65,60.93,1006.43,85.13,450.8421663618408
23.28,60.84,1017.91,67.5,457.2540250990792
14.22,45.08,1023.26,84.41,479.6652606822895
31.88,70.36,1006.2,57.51,449.6556451143524
8.83,41.26,1023.04,86.08,492.0167902348269
14.66,43.13,1014.97,46.31,479.9355613289608
17.58,44.9,1020.52,71.48,471.0342942789678
30.91,70.32,1011.92,65.59,445.001913439337
22.31,51.19,1009.38,79.72,454.9387616653733
20.83,67.32,1011.76,73.11,455.0173508569733
20.55,46.21,1013.21,73.18,461.78345756404167
12.8,39.16,1015.94,89.83,483.2125894151952
18.61,47.83,1006.43,78.89,466.1859063779423
23.49,64.63,1020.75,65.16,463.2278116719655
20.85,56.89,1013.15,68.22,459.7754872271862
13.04,45.09,1013.0,87.68,478.8084550243401
26.44,59.15,1013.35,60.71,452.8302788472908
27.57,68.31,1010.48,55.87,458.3789517844052
32.4,68.14,1004.44,34.53,436.3589001217203
28.57,51.43,1012.02,47.79,461.7681964954229
26.66,70.02,1010.88,58.37,453.4629510701512
23.71,50.23,1017.55,73.24,472.27634740970575
15.67,41.1,1004.1,77.93,477.61094834788696
22.4,70.94,1008.06,84.52,451.0571400482354
19.7,54.42,1011.83,89.86,462.6893654595118
8.23,41.01,1022.89,98.03,486.7731565891217
32.98,73.88,1006.31,47.55,450.401548338346
31.98,64.05,1010.49,58.01,452.27187553130926
13.49,44.47,1030.46,69.49,478.5658221023097
28.8,70.02,1010.76,49.61,448.0764582517232
22.69,58.46,1017.74,75.21,455.6662669867579
17.38,43.14,1011.09,61.9,470.7980971824942
27.54,75.6,1018.26,57.89,453.9812508333857
8.6,40.77,1011.8,89.45,491.9567843222335
9.29,39.96,1026.2,97.55,487.2062421949514
14.87,54.3,1017.17,71.57,476.1798813105233
23.99,58.62,1016.91,66.36,462.1822719434282
23.23,71.77,1005.01,88.1,444.5456428502855
32.67,67.83,1007.81,42.16,437.1538779268665
7.74,39.96,1025.78,95.81,488.3754538201232
30.27,64.69,1006.3,53.69,447.979402622192
15.45,46.63,1012.6,85.47,477.0958690980259
10.07,40.92,1021.43,97.15,480.08797994155617
22.57,68.3,1017.43,87.69,452.700090322897
30.62,66.75,1017.68,53.68,444.8247070282573
27.51,71.29,1009.43,76.92,443.03649566465486
34.61,73.03,1013.61,36.91,451.7342653136689
10.58,42.34,1022.32,94.01,486.3356929994653
9.68,41.44,1015.19,87.34,490.910504661018
21.63,60.84,1018.16,77.53,457.40656462054267
22.55,69.84,1006.57,76.29,449.0932847080905
26.7,70.32,1011.04,86.41,452.081336678765
30.3,73.67,1005.57,58.74,442.8618287581335
9.64,40.56,1022.51,78.62,495.5787500397107
27.48,61.41,1012.2,45.06,464.60982685341486
26.91,70.02,1010.75,59.48,456.61853454983344
31.7,69.13,1000.29,46.27,440.6382805737432
21.0,66.86,1013.06,59.7,463.821497636573
24.77,58.41,1013.78,80.57,458.8904322844356
28.72,68.14,1005.82,46.52,458.3890731811517
30.53,65.18,1012.69,41.85,451.59822848380287
18.7,66.51,1015.14,79.23,469.70403283043976
13.08,39.28,1012.41,77.98,486.3893268714206
15.09,43.13,1015.71,54.36,479.69388080735314
24.8,59.87,1018.79,60.79,452.8577809973931
28.26,65.34,1014.56,43.4,452.2526927758206
21.5,59.87,1019.05,76.56,454.6405787574942
27.16,56.85,1012.07,39.05,448.5742034018765
12.95,40.1,1015.31,86.01,483.1415961366404
27.45,66.25,1009.3,77.58,449.0168428621873
30.17,76.86,998.23,73.61,443.03716359330895
21.7,49.02,1008.74,82.8,457.9737790390367
29.14,75.23,1010.15,54.87,446.4164357358122
14.28,43.02,1012.97,49.44,479.29275996519743
25.14,73.67,1006.94,88.51,443.65001498451136
8.67,36.66,1026.8,84.36,490.9611265401188
24.31,65.94,1011.5,61.61,454.68088456351296
16.48,48.92,1011.84,64.16,470.6471183938581
12.83,41.67,1012.84,84.29,487.4734819820414
16.78,41.35,1000.23,70.52,471.6276824287099
25.61,74.22,1010.26,75.15,451.1730822635001
19.64,44.6,1015.88,47.56,479.5986789461375
8.95,43.56,1015.04,81.53,497.5467067349284
6.17,36.25,1028.68,90.59,497.3189830976892
10.18,35.76,1019.71,66.7,487.06246264137945
22.18,62.91,1012.14,68.86,462.109703162542
19.3,65.59,1014.07,81.98,464.163996498171
22.36,51.43,1007.47,87.33,454.2463360318273
11.48,37.5,1014.38,69.75,484.9140110191914
28.16,71.94,1007.69,68.17,442.8729384958252
11.52,39.18,1023.43,83.29,486.06935147625967
14.79,46.48,1007.46,92.4,474.7408362933661
18.36,53.16,1013.14,79.89,470.5991799379664
23.09,70.47,1010.76,79.89,452.23052090626
21.84,55.5,1019.28,62.17,468.3519569069965
29.29,72.58,1007.39,72.85,441.1354607683972
25.46,70.32,1010.65,64.7,445.2252606821808
23.94,63.21,1013.52,83.12,451.7727241091936
16.0,42.86,1013.88,81.74,481.2353111510962
23.94,51.95,1008.18,71.87,463.7571580766421
23.73,63.94,1010.7,87.1,454.44589506071634
31.37,74.87,1009.22,56.58,448.6563290320138
19.82,58.16,1016.76,74.66,467.4866354633056
24.65,64.63,1020.52,53.45,459.5160694027658
11.02,41.26,1020.69,92.13,483.36677305692297
12.14,40.83,1010.56,78.31,488.0350958885968
10.42,44.85,1014.18,88.36,491.744765850664
21.44,50.78,1008.87,87.56,457.2777116807735
26.53,65.61,1014.29,50.9,454.2388370517051
11.2,42.02,999.99,96.69,483.2029832853776
17.13,42.86,1014.15,73.6,475.9778571882076
19.97,59.21,1017.87,83.46,462.8390050025352
15.59,45.09,1013.41,91.97,468.92857062287567
29.51,76.09,1007.39,71.5,444.037283813552
12.02,43.69,1016.12,74.07,489.487037742147
6.05,38.68,1017.46,66.13,496.1820776103013
19.37,63.09,1018.79,81.52,462.9828926088392
12.28,41.49,1019.73,94.79,481.7636912969255
13.26,41.78,1009.77,61.69,479.96676851972967
25.95,59.92,1010.05,76.05,456.7067191566545
21.51,65.48,1017.11,72.99,460.5209288269705
9.44,41.79,1020.16,72.26,485.7206228504087
11.68,40.55,1017.31,99.82,486.2471759656051
28.44,67.07,1006.08,50.42,445.9388593413108
20.26,51.19,1008.9,93.47,460.33339837550295
27.03,65.12,1015.94,45.1,454.4110724460264
19.41,46.63,1013.23,86.28,466.39992895397535
9.14,38.91,1018.62,89.88,488.5071104292823
21.12,62.52,1015.62,78.98,464.4160944505402
25.09,58.95,1016.99,53.16,455.6743213338676
15.33,43.13,1015.41,53.17,479.2346777438591
13.45,41.49,1020.19,88.72,480.28526096317694
10.08,40.72,1022.7,67.3,491.727614139997
26.34,68.67,1006.54,72.48,448.0639493109541
9.98,41.54,1019.7,80.79,493.1035701012562
26.76,71.94,1008.81,64.62,444.1262234887705
11.36,40.75,1016.34,85.19,489.4818149669472
21.63,71.85,1009.44,76.89,446.9956022086269
11.2,35.76,1019.24,64.59,485.1843964991217
25.35,63.21,1012.31,80.16,456.3380025711444
14.19,43.71,1024.38,83.03,480.0194536660412
27.37,65.06,1013.09,50.92,452.95740693323546
30.36,74.87,1008.96,61.87,448.2580652574147
19.69,56.65,1020.77,62.83,469.4531748126413
25.21,70.04,1009.51,76.13,443.7699347656542
25.51,67.69,1004.53,80.03,444.3733427637205
21.39,51.3,1013.39,89.05,465.5021572016214
30.1,67.45,1014.23,39.04,446.3740410384275
25.59,61.08,1013.19,77.28,456.84863388306434
20.15,39.72,1001.85,59.32,468.5141737593997
15.19,42.03,1017.38,71.66,474.6252783659919
21.97,58.12,1015.29,77.47,462.7390379390764
20.96,69.48,1011.04,82.63,456.1191378078639
17.08,58.86,1016.04,87.46,460.9974924991105
16.74,38.01,1022.63,69.19,475.2078749619329
28.37,71.64,1007.39,71.06,445.74846723006186
12.73,44.34,1015.11,93.55,486.3119622747587
12.31,40.64,1020.71,94.6,488.1142649573382
25.68,46.21,1011.01,57.53,454.3737860940748
28.21,73.06,1008.26,86.29,442.9487163697168
25.33,73.21,1002.19,97.24,445.1627105175597
23.08,74.78,1009.85,83.67,450.56650827736655
6.65,40.69,1020.11,89.84,492.18617125647074
29.54,69.48,1008.91,56.07,439.99195049404494
31.65,66.25,1008.57,59.05,448.5402446417045
21.11,59.39,1013.87,85.29,459.965316617527
18.58,44.6,1016.61,48.15,470.43729447514926
14.7,40.8,1025.78,50.96,484.1885544508094
28.03,60.23,1010.23,66.04,451.8140879340157
10.45,40.0,1019.01,89.01,478.3958931902661
12.72,40.71,1016.02,71.57,479.4913230498175
17.28,39.99,1007.09,74.25,476.21833886269735
31.49,73.5,1010.71,40.16,442.9549645451679
26.92,63.73,1010.29,68.6,453.2742004080095
19.09,66.51,1015.11,76.38,469.3758130896569
32.89,73.68,1014.45,52.34,440.1068362188595
22.21,61.87,1010.9,54.22,460.2803307749536
10.38,37.73,1021.5,75.02,486.57610367419153
8.14,36.24,1013.15,87.85,491.19076768163086
23.39,68.51,1013.09,78.6,452.6771126585165
24.94,67.69,1008.86,68.97,450.9924997713832
30.8,70.94,1007.06,63.09,443.62511421297694
27.36,63.31,1013.7,51.58,454.4747342667006
12.07,39.99,1009.7,93.27,484.26891576896605
15.71,39.3,1019.2,62.28,473.048892996463
19.93,62.1,1019.94,76.41,463.3686336429531
29.79,77.17,1009.68,64.0,446.6815549108927
26.71,68.3,1015.07,62.7,449.3586693281837
30.31,70.36,1006.55,59.92,450.79542758905137
26.02,71.94,1009.38,64.12,447.60504770495584
27.54,68.27,1008.12,56.42,445.0165718389839
29.01,65.71,1013.61,48.07,459.00688179905126
22.62,51.3,1012.36,81.02,460.1833697538636
14.81,40.71,1018.54,73.0,479.5226675681978
19.77,65.06,1016.22,74.95,459.692877871931
25.41,69.14,1006.4,87.4,448.1759413817277
10.74,43.67,1011.75,80.1,491.1547758748992
13.88,39.16,1010.8,75.69,474.9206009620548
10.56,40.22,1005.08,89.71,488.8135456230828
9.41,34.69,1027.02,78.91,492.44009862198425
9.48,44.71,1019.12,66.43,490.6992703076847
22.21,45.01,1012.22,54.84,461.9162621634104
25.59,65.46,1014.47,37.89,458.3898980963542
29.97,69.14,1007.92,66.74,444.7333105823124
11.62,43.48,1016.66,76.32,481.7067239286772
28.82,64.79,1016.74,56.34,457.9102394785816
25.56,69.13,1002.46,68.26,444.8792379929354
18.89,63.09,1018.47,84.85,460.9139595755394
8.47,42.02,1005.37,92.73,489.84814204994615
